Type	Symbol	Name	ID	URL	Locus type	status
gene	MIR553	microRNA 553	HGNC:32809	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32809	RNA, micro	Approved
gene	MIR554	microRNA 554	HGNC:32810	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32810	RNA, micro	Approved
gene	MIR555	microRNA 555	HGNC:32811	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32811	RNA, micro	Approved
gene	MIR556	microRNA 556	HGNC:32812	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32812	RNA, micro	Approved
gene	MIR557	microRNA 557	HGNC:32813	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32813	RNA, micro	Approved
gene	MIR558	microRNA 558	HGNC:32814	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32814	RNA, micro	Approved
gene	MIR559	microRNA 559	HGNC:32815	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32815	RNA, micro	Approved
gene	MIR561	microRNA 561	HGNC:32817	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32817	RNA, micro	Approved
gene	MIR562	microRNA 562	HGNC:32818	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32818	RNA, micro	Approved
gene	MIR563	microRNA 563	HGNC:32819	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32819	RNA, micro	Approved
gene	MIR564	microRNA 564	HGNC:32820	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32820	RNA, micro	Approved
gene	MIR566	microRNA 566	HGNC:32822	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32822	RNA, micro	Entry Withdrawn
gene	MIR567	microRNA 567	HGNC:32823	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32823	RNA, micro	Approved
gene	MIR568	microRNA 568	HGNC:32824	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32824	RNA, micro	Approved
gene	MIR569	microRNA 569	HGNC:32825	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32825	RNA, micro	Approved
gene	MIR570	microRNA 570	HGNC:32826	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32826	RNA, micro	Approved
gene	MIR571	microRNA 571	HGNC:32827	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32827	RNA, micro	Approved
gene	MIR572	microRNA 572	HGNC:32828	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32828	RNA, micro	Approved
gene	MIR573	microRNA 573	HGNC:32829	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32829	RNA, micro	Approved
gene	MIR574	microRNA 574	HGNC:32830	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32830	RNA, micro	Approved
gene	MIR575	microRNA 575	HGNC:32831	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32831	RNA, micro	Approved
gene	MIR576	microRNA 576	HGNC:32832	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32832	RNA, micro	Approved
gene	MIR577	microRNA 577	HGNC:32833	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32833	RNA, micro	Approved
gene	MIR578	microRNA 578	HGNC:32834	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32834	RNA, micro	Approved
gene	MIR579	microRNA 579	HGNC:32835	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32835	RNA, micro	Approved
gene	MIR580	microRNA 580	HGNC:32836	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32836	RNA, micro	Approved
gene	MIR581	microRNA 581	HGNC:32837	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32837	RNA, micro	Approved
gene	MIR582	microRNA 582	HGNC:32838	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32838	RNA, micro	Approved
gene	MIR583	microRNA 583	HGNC:32839	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32839	RNA, micro	Approved
gene	MIR584	microRNA 584	HGNC:32840	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32840	RNA, micro	Approved
gene	MIR585	microRNA 585	HGNC:32841	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32841	RNA, micro	Approved
gene	MIR586	microRNA 586	HGNC:32842	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32842	RNA, micro	Approved
gene	MIR587	microRNA 587	HGNC:32843	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32843	RNA, micro	Approved
gene	MIR588	microRNA 588	HGNC:32844	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32844	RNA, micro	Approved
gene	MIR589	microRNA 589	HGNC:32845	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32845	RNA, micro	Approved
gene	MIR590	microRNA 590	HGNC:32846	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32846	RNA, micro	Approved
gene	MIR591	microRNA 591	HGNC:32847	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32847	RNA, micro	Approved
gene	MIR592	microRNA 592	HGNC:32848	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32848	RNA, micro	Approved
gene	MIR593	microRNA 593	HGNC:32849	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32849	RNA, micro	Approved
gene	MIR595	microRNA 595	HGNC:32851	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32851	RNA, micro	Approved
gene	MIR596	microRNA 596	HGNC:32852	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32852	RNA, micro	Approved
gene	MIR597	microRNA 597	HGNC:32853	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32853	RNA, micro	Approved
gene	MIR598	microRNA 598	HGNC:32854	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32854	RNA, micro	Approved
gene	MIR599	microRNA 599	HGNC:32855	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32855	RNA, micro	Approved
gene	MIR600	microRNA 600	HGNC:32856	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32856	RNA, micro	Approved
gene	MIR601	microRNA 601	HGNC:32857	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32857	RNA, micro	Approved
gene	MIR602	microRNA 602	HGNC:32858	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32858	RNA, micro	Approved
gene	MIR603	microRNA 603	HGNC:32859	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32859	RNA, micro	Approved
gene	MIR604	microRNA 604	HGNC:32860	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32860	RNA, micro	Approved
gene	MIR605	microRNA 605	HGNC:32861	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32861	RNA, micro	Approved
gene	MIR606	microRNA 606	HGNC:32862	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32862	RNA, micro	Approved
gene	MIR607	microRNA 607	HGNC:32863	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32863	RNA, micro	Approved
gene	MIR608	microRNA 608	HGNC:32864	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32864	RNA, micro	Approved
gene	MIR609	microRNA 609	HGNC:32865	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32865	RNA, micro	Approved
gene	MIR610	microRNA 610	HGNC:32866	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32866	RNA, micro	Approved
gene	MIR611	microRNA 611	HGNC:32867	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32867	RNA, micro	Approved
gene	MIR612	microRNA 612	HGNC:32868	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32868	RNA, micro	Approved
gene	MIR613	microRNA 613	HGNC:32869	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32869	RNA, micro	Approved
gene	MIR614	microRNA 614	HGNC:32870	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32870	RNA, micro	Approved
gene	MIR615	microRNA 615	HGNC:32871	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32871	RNA, micro	Approved
gene	MIR616	microRNA 616	HGNC:32872	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32872	RNA, micro	Approved
gene	MIR617	microRNA 617	HGNC:32873	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32873	RNA, micro	Approved
gene	MIR618	microRNA 618	HGNC:32874	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32874	RNA, micro	Approved
gene	MIR619	microRNA 619	HGNC:32875	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32875	RNA, micro	Approved
gene	MIR620	microRNA 620	HGNC:32876	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32876	RNA, micro	Approved
gene	MIR621	microRNA 621	HGNC:32877	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32877	RNA, micro	Approved
gene	MIR622	microRNA 622	HGNC:32878	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32878	RNA, micro	Approved
gene	MIR623	microRNA 623	HGNC:32879	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32879	RNA, micro	Approved
gene	MIR624	microRNA 624	HGNC:32880	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32880	RNA, micro	Approved
gene	MIR625	microRNA 625	HGNC:32881	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32881	RNA, micro	Approved
gene	MIR626	microRNA 626	HGNC:32882	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32882	RNA, micro	Approved
gene	MIR627	microRNA 627	HGNC:32883	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32883	RNA, micro	Approved
gene	MIR628	microRNA 628	HGNC:32884	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32884	RNA, micro	Approved
gene	MIR629	microRNA 629	HGNC:32885	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32885	RNA, micro	Approved
gene	MIR630	microRNA 630	HGNC:32886	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32886	RNA, micro	Approved
gene	MIR631	microRNA 631	HGNC:32887	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32887	RNA, micro	Approved
gene	MIR632	microRNA 632	HGNC:32888	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32888	RNA, micro	Approved
gene	MIR633	microRNA 633	HGNC:32889	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32889	RNA, micro	Approved
gene	MIR634	microRNA 634	HGNC:32890	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32890	RNA, micro	Approved
gene	MIR635	microRNA 635	HGNC:32891	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32891	RNA, micro	Approved
gene	MIR636	microRNA 636	HGNC:32892	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32892	RNA, micro	Approved
gene	MIR637	microRNA 637	HGNC:32893	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32893	RNA, micro	Approved
gene	MIR638	microRNA 638	HGNC:32894	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32894	RNA, micro	Approved
gene	MIR639	microRNA 639	HGNC:32895	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32895	RNA, micro	Approved
gene	MIR640	microRNA 640	HGNC:32896	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32896	RNA, micro	Approved
gene	MIR641	microRNA 641	HGNC:32897	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32897	RNA, micro	Approved
gene	MIR642A	microRNA 642a	HGNC:32898	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32898	RNA, micro	Approved
gene	MIR642B	microRNA 642b	HGNC:38902	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38902	RNA, micro	Approved
gene	MIR643	microRNA 643	HGNC:32899	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32899	RNA, micro	Approved
gene	MIR644A	microRNA 644a	HGNC:32900	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32900	RNA, micro	Approved
gene	MIR645	microRNA 645	HGNC:32901	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32901	RNA, micro	Approved
gene	MIR646	microRNA 646	HGNC:32902	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32902	RNA, micro	Approved
gene	MIR647	microRNA 647	HGNC:32903	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32903	RNA, micro	Approved
gene	MIR648	microRNA 648	HGNC:32904	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32904	RNA, micro	Approved
gene	MIR649	microRNA 649	HGNC:32905	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32905	RNA, micro	Approved
gene	MIR650	microRNA 650	HGNC:32906	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32906	RNA, micro	Approved
gene	MIR651	microRNA 651	HGNC:32907	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32907	RNA, micro	Approved
gene	MIR652	microRNA 652	HGNC:32908	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32908	RNA, micro	Approved
gene	MIR653	microRNA 653	HGNC:32909	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32909	RNA, micro	Approved
gene	MIR654	microRNA 654	HGNC:32910	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32910	RNA, micro	Approved
gene	MIR655	microRNA 655	HGNC:32911	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32911	RNA, micro	Approved
gene	MIR656	microRNA 656	HGNC:32912	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32912	RNA, micro	Approved
gene	MIR657	microRNA 657	HGNC:32913	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32913	RNA, micro	Approved
gene	MIR658	microRNA 658	HGNC:32914	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32914	RNA, micro	Approved
gene	MIR659	microRNA 659	HGNC:32915	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32915	RNA, micro	Approved
gene	MIR660	microRNA 660	HGNC:32916	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32916	RNA, micro	Approved
gene	MIR661	microRNA 661	HGNC:32917	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32917	RNA, micro	Approved
gene	MIR662	microRNA 662	HGNC:32918	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32918	RNA, micro	Approved
gene	MIR663A	microRNA 663a	HGNC:32919	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32919	RNA, micro	Approved
gene	MIR663B	microRNA 663b	HGNC:35270	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35270	RNA, micro	Approved
gene	MIR664A	microRNA 664a	HGNC:35370	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35370	RNA, micro	Approved
gene	MIR664B	microRNA 664b	HGNC:43501	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43501	RNA, micro	Approved
gene	MIR665	microRNA 665	HGNC:33662	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33662	RNA, micro	Approved
gene	MIR668	microRNA 668	HGNC:33135	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33135	RNA, micro	Approved
gene	MIR670	microRNA 670	HGNC:37304	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37304	RNA, micro	Approved
gene	MIR671	microRNA 671	HGNC:33134	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33134	RNA, micro	Approved
gene	MIR675	microRNA 675	HGNC:33351	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33351	RNA, micro	Approved
gene	MIR676	microRNA 676	HGNC:38880	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38880	RNA, micro	Approved
gene	MIR708	microRNA 708	HGNC:33654	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33654	RNA, micro	Approved
gene	MIR711	microRNA 711	HGNC:37316	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37316	RNA, micro	Approved
gene	MIR718	microRNA 718	HGNC:37317	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37317	RNA, micro	Approved
gene	MIR720	microRNA 720	HGNC:35375	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35375	RNA, micro	Entry Withdrawn
gene	MIR744	microRNA 744	HGNC:33658	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33658	RNA, micro	Approved
gene	MIR758	microRNA 758	HGNC:33133	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33133	RNA, micro	Approved
gene	MIR759	microRNA 759	HGNC:37307	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37307	RNA, micro	Approved
gene	MIR760	microRNA 760	HGNC:33666	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33666	RNA, micro	Approved
gene	MIR761	microRNA 761	HGNC:37305	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37305	RNA, micro	Approved
gene	MIR762	microRNA 762	HGNC:37303	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37303	RNA, micro	Approved
gene	MIR764	microRNA 764	HGNC:37306	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37306	RNA, micro	Approved
gene	MIR765	microRNA 765	HGNC:33141	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33141	RNA, micro	Approved
gene	MIR766	microRNA 766	HGNC:33139	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33139	RNA, micro	Approved
gene	MIR767	microRNA 767	HGNC:33136	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33136	RNA, micro	Approved
gene	MIR769	microRNA 769	HGNC:33138	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33138	RNA, micro	Approved
gene	MIR770	microRNA 770	HGNC:33143	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33143	RNA, micro	Approved
gene	MIR802	microRNA 802	HGNC:33140	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33140	RNA, micro	Approved
gene	MIR873	microRNA 873	HGNC:33663	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33663	RNA, micro	Approved
gene	MIR874	microRNA 874	HGNC:33643	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33643	RNA, micro	Approved
gene	MIR875	microRNA 875	HGNC:33652	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33652	RNA, micro	Approved
gene	MIR876	microRNA 876	HGNC:33653	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33653	RNA, micro	Approved
gene	MIR877	microRNA 877	HGNC:33660	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33660	RNA, micro	Approved
gene	MIR885	microRNA 885	HGNC:33659	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33659	RNA, micro	Approved
gene	MIR887	microRNA 887	HGNC:33661	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33661	RNA, micro	Approved
gene	MIR888	microRNA 888	HGNC:33648	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33648	RNA, micro	Approved
gene	MIR889	microRNA 889	HGNC:33651	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33651	RNA, micro	Approved
gene	MIR890	microRNA 890	HGNC:33644	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33644	RNA, micro	Approved
gene	MIR891A	microRNA 891a	HGNC:33635	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33635	RNA, micro	Approved
gene	MIR891B	microRNA 891b	HGNC:33645	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33645	RNA, micro	Approved
gene	MIR892A	microRNA 892a	HGNC:33639	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33639	RNA, micro	Approved
gene	MIR892B	microRNA 892b	HGNC:33649	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33649	RNA, micro	Approved
gene	MIR892C	microRNA 892c	HGNC:50194	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50194	RNA, micro	Approved
gene	MIR920	microRNA 920	HGNC:33670	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33670	RNA, micro	Approved
gene	MIR921	microRNA 921	HGNC:33671	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33671	RNA, micro	Approved
gene	MIR922	microRNA 922	HGNC:33672	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33672	RNA, micro	Approved
gene	MIR923	microRNA 923	HGNC:33673	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33673	RNA, micro	Entry Withdrawn
gene	MIR924	microRNA 924	HGNC:33674	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33674	RNA, micro	Approved
gene	MIR933	microRNA 933	HGNC:33676	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33676	RNA, micro	Approved
gene	MIR934	microRNA 934	HGNC:33677	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33677	RNA, micro	Approved
gene	MIR935	microRNA 935	HGNC:33678	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33678	RNA, micro	Approved
gene	MIR936	microRNA 936	HGNC:33679	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33679	RNA, micro	Approved
gene	MIR937	microRNA 937	HGNC:33680	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33680	RNA, micro	Approved
gene	MIR938	microRNA 938	HGNC:33681	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33681	RNA, micro	Approved
gene	MIR939	microRNA 939	HGNC:33682	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33682	RNA, micro	Approved
gene	MIR940	microRNA 940	HGNC:33683	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33683	RNA, micro	Approved
gene	MIR941-1	microRNA 941-1	HGNC:33684	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33684	RNA, micro	Approved
gene	MIR941-2	microRNA 941-2	HGNC:33685	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33685	RNA, micro	Approved
gene	MIR941-3	microRNA 941-3	HGNC:33686	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33686	RNA, micro	Approved
gene	MIR941-4	microRNA 941-4	HGNC:33687	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33687	RNA, micro	Approved
gene	MIR941-5	microRNA 941-5	HGNC:50845	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50845	RNA, micro	Approved
gene	MIR942	microRNA 942	HGNC:33688	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33688	RNA, micro	Approved
gene	MIR943	microRNA 943	HGNC:33689	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33689	RNA, micro	Approved
gene	MIR944	microRNA 944	HGNC:33690	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33690	RNA, micro	Approved
gene	MIR1178	microRNA 1178	HGNC:35259	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35259	RNA, micro	Approved
gene	MIR1179	microRNA 1179	HGNC:35260	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35260	RNA, micro	Approved
gene	MIR1180	microRNA 1180	HGNC:35261	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35261	RNA, micro	Approved
gene	MIR1181	microRNA 1181	HGNC:35262	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35262	RNA, micro	Approved
gene	MIR1182	microRNA 1182	HGNC:35263	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35263	RNA, micro	Approved
gene	MIR1183	microRNA 1183	HGNC:35264	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35264	RNA, micro	Approved
gene	MIR1184-1	microRNA 1184-1	HGNC:35265	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35265	RNA, micro	Approved
gene	MIR1184-2	microRNA 1184-2	HGNC:38211	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38211	RNA, micro	Approved
gene	MIR1184-3	microRNA 1184-3	HGNC:38389	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38389	RNA, micro	Approved
gene	MIR1185-1	microRNA 1185-1	HGNC:35257	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35257	RNA, micro	Approved
gene	MIR1185-2	microRNA 1185-2	HGNC:35254	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35254	RNA, micro	Approved
gene	MIR1193	microRNA 1193	HGNC:38247	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38247	RNA, micro	Approved
gene	MIR1197	microRNA 1197	HGNC:35376	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35376	RNA, micro	Approved
gene	MIR1199	microRNA 1199	HGNC:50081	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50081	RNA, micro	Approved
gene	MIR1200	microRNA 1200	HGNC:35266	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35266	RNA, micro	Approved
gene	MIR1202	microRNA 1202	HGNC:35268	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35268	RNA, micro	Approved
gene	MIR1203	microRNA 1203	HGNC:35269	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35269	RNA, micro	Approved
gene	MIR1204	microRNA 1204	HGNC:37059	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37059	RNA, micro	Approved
